filepath,species_code,common_name,vocalization_type,quality_rating,duration,source
audio/xc/490269.mp3,black-bellied_whistling_duck,Black-bellied Whistling Duck,song,5,0:09,xeno-canto
audio/xc/1020129.mp3,brant_goose,Brant Goose,flight call,5,0:22,xeno-canto
audio/xc/1020131.mp3,brant_goose,Brant Goose,flight call,4,0:23,xeno-canto
audio/xc/1020130.mp3,brant_goose,Brant Goose,flight call,4,0:15,xeno-canto
audio/xc/1013207.mp3,brant_goose,Brant Goose,call,4,0:05,xeno-canto
audio/xc/1013206.mp3,brant_goose,Brant Goose,call,4,0:13,xeno-canto
audio/xc/295511.mp3,brant_goose,Brant Goose,flight call,4,0:14,xeno-canto
audio/xc/160099.mp3,brant_goose,Brant Goose,call,4,0:24,xeno-canto
audio/xc/1020137.mp3,brant_goose,Brant Goose,nocturnal flight call,3,0:38,xeno-canto
audio/xc/1020136.mp3,brant_goose,Brant Goose,nocturnal flight call,3,0:37,xeno-canto
audio/xc/1020135.mp3,brant_goose,Brant Goose,nocturnal flight call,3,0:12,xeno-canto
audio/xc/1020134.mp3,brant_goose,Brant Goose,nocturnal flight call,3,0:45,xeno-canto
audio/xc/1020133.mp3,brant_goose,Brant Goose,flight call,3,0:08,xeno-canto
audio/xc/1020132.mp3,brant_goose,Brant Goose,flight call,3,0:25,xeno-canto
audio/xc/295512.mp3,brant_goose,Brant Goose,flight call,3,0:05,xeno-canto
audio/xc/934272.mp3,canada_goose,Canada Goose,call,5,0:39,xeno-canto
audio/xc/531515.mp3,canada_goose,Canada Goose,call,5,0:57,xeno-canto
audio/xc/415272.mp3,canada_goose,Canada Goose,call,5,0:42,xeno-canto
audio/xc/189382.mp3,canada_goose,Canada Goose,call,5,0:10,xeno-canto
audio/xc/189381.mp3,canada_goose,Canada Goose,call,5,0:15,xeno-canto
audio/xc/1078009.mp3,canada_goose,Canada Goose,call,4,0:48,xeno-canto
audio/xc/1050367.mp3,canada_goose,Canada Goose,"alarm call, call",4,0:16,xeno-canto
audio/xc/1020304.mp3,canada_goose,Canada Goose,nocturnal flight call,4,0:29,xeno-canto
audio/xc/1020303.mp3,canada_goose,Canada Goose,"flight call, nocturnal flight call",4,0:26,xeno-canto
audio/xc/1020299.mp3,canada_goose,Canada Goose,flight call,4,0:18,xeno-canto
audio/xc/1020298.mp3,canada_goose,Canada Goose,flight call,4,0:46,xeno-canto
audio/xc/1020297.mp3,canada_goose,Canada Goose,flight call,4,0:36,xeno-canto
audio/xc/1020294.mp3,canada_goose,Canada Goose,call,4,0:48,xeno-canto
audio/xc/1014010.mp3,canada_goose,Canada Goose,flight call,4,0:31,xeno-canto
audio/xc/1012437.mp3,canada_goose,Canada Goose,"flight call, monosyllabic call",4,0:10,xeno-canto
audio/xc/994353.mp3,canada_goose,Canada Goose,call,4,0:06,xeno-canto
audio/xc/994352.mp3,canada_goose,Canada Goose,call,4,0:03,xeno-canto
audio/xc/986455.mp3,canada_goose,Canada Goose,call,4,3:02,xeno-canto
audio/xc/985347.mp3,canada_goose,Canada Goose,call,4,1:10,xeno-canto
audio/xc/959526.mp3,canada_goose,Canada Goose,call,4,1:40,xeno-canto
audio/xc/808389.mp3,canada_goose,Canada Goose,"call, flight call",4,0:46,xeno-canto
audio/xc/802348.mp3,canada_goose,Canada Goose,nocturnal flight call,4,0:20,xeno-canto
audio/xc/775330.mp3,canada_goose,Canada Goose,call,4,0:21,xeno-canto
audio/xc/753004.mp3,canada_goose,Canada Goose,uncertain,4,0:20,xeno-canto
audio/xc/749066.mp3,canada_goose,Canada Goose,flight call,4,0:53,xeno-canto
audio/xc/736340.mp3,canada_goose,Canada Goose,call,4,0:22,xeno-canto
audio/xc/720924.mp3,canada_goose,Canada Goose,call,4,0:18,xeno-canto
audio/xc/636416.mp3,canada_goose,Canada Goose,call,4,0:35,xeno-canto
audio/xc/636251.mp3,canada_goose,Canada Goose,"call, flight call",4,2:32,xeno-canto
audio/xc/601780.mp3,canada_goose,Canada Goose,call,4,0:41,xeno-canto
audio/xc/531514.mp3,canada_goose,Canada Goose,call,4,0:17,xeno-canto
audio/xc/479941.mp3,canada_goose,Canada Goose,"call, flight call",4,0:12,xeno-canto
audio/xc/479788.mp3,canada_goose,Canada Goose,call,4,0:51,xeno-canto
audio/xc/407057.mp3,canada_goose,Canada Goose,call,4,0:19,xeno-canto
audio/xc/390768.mp3,canada_goose,Canada Goose,alarm call,4,1:43,xeno-canto
audio/xc/325947.mp3,canada_goose,Canada Goose,call,4,0:18,xeno-canto
audio/xc/236408.mp3,canada_goose,Canada Goose,call,4,0:15,xeno-canto
audio/xc/179581.mp3,canada_goose,Canada Goose,"alarm call, call",4,2:31,xeno-canto
audio/xc/160538.mp3,canada_goose,Canada Goose,"call, song",4,0:46,xeno-canto
audio/xc/160532.mp3,canada_goose,Canada Goose,call,4,0:50,xeno-canto
audio/xc/160519.mp3,canada_goose,Canada Goose,call,4,1:09,xeno-canto
audio/xc/160443.mp3,canada_goose,Canada Goose,call,4,0:32,xeno-canto
audio/xc/159949.mp3,canada_goose,Canada Goose,call,4,0:31,xeno-canto
audio/xc/159858.mp3,canada_goose,Canada Goose,call,4,0:33,xeno-canto
audio/xc/159783.mp3,canada_goose,Canada Goose,"call, bathing sounds",4,2:44,xeno-canto
audio/xc/159705.mp3,canada_goose,Canada Goose,call,4,0:17,xeno-canto
audio/xc/159563.mp3,canada_goose,Canada Goose,call,4,0:22,xeno-canto
audio/xc/159191.mp3,canada_goose,Canada Goose,call,4,1:03,xeno-canto
audio/xc/157184.mp3,canada_goose,Canada Goose,flight call,4,0:25,xeno-canto
audio/xc/132349.mp3,canada_goose,Canada Goose,call,4,1:22,xeno-canto
audio/xc/1064769.mp3,canada_goose,Canada Goose,call,3,0:23,xeno-canto
audio/xc/1020302.mp3,canada_goose,Canada Goose,flight call,3,1:36,xeno-canto
audio/xc/985346.mp3,canada_goose,Canada Goose,call,3,0:35,xeno-canto
audio/xc/937347.mp3,canada_goose,Canada Goose,call,3,0:17,xeno-canto
audio/xc/911619.mp3,canada_goose,Canada Goose,call,3,0:07,xeno-canto
audio/xc/898189.mp3,canada_goose,Canada Goose,alarm call,3,0:21,xeno-canto
audio/xc/837814.mp3,canada_goose,Canada Goose,call,3,0:13,xeno-canto
audio/xc/630762.mp3,canada_goose,Canada Goose,"call, flight call, nocturnal flight call",3,0:13,xeno-canto
audio/xc/547272.mp3,canada_goose,Canada Goose,call,3,0:07,xeno-canto
audio/xc/177509.mp3,canada_goose,Canada Goose,call,3,2:11,xeno-canto
audio/xc/160418.mp3,canada_goose,Canada Goose,call,3,0:27,xeno-canto
audio/xc/159117.mp3,canada_goose,Canada Goose,"call, fledgling calls",3,0:37,xeno-canto
audio/xc/1068456.mp3,canada_goose,Canada Goose,call,2,0:23,xeno-canto
audio/xc/985345.mp3,canada_goose,Canada Goose,call,2,0:46,xeno-canto
audio/xc/809939.mp3,canada_goose,Canada Goose,"call, flight call",2,0:36,xeno-canto
audio/xc/748564.mp3,canada_goose,Canada Goose,flight call,2,0:19,xeno-canto
audio/xc/203464.mp3,canada_goose,Canada Goose,call,2,0:12,xeno-canto
audio/xc/797956.mp3,canada_goose,Canada Goose,,1,1:50,xeno-canto
audio/xc/779381.mp3,cackling_goose,Cackling Goose,"call, flock call",5,0:49,xeno-canto
audio/xc/210101.mp3,cackling_goose,Cackling Goose,call,5,0:45,xeno-canto
audio/xc/555057.mp3,cackling_goose,Cackling Goose,"call, flight call",4,0:28,xeno-canto
audio/xc/182146.mp3,cackling_goose,Cackling Goose,flight call,4,0:30,xeno-canto
audio/xc/160082.mp3,cackling_goose,Cackling Goose,call,3,0:07,xeno-canto
audio/xc/1051616.mp3,snow_goose,Snow Goose,"alarm call, call, flight call",5,1:24,xeno-canto
audio/xc/1051615.mp3,snow_goose,Snow Goose,"alarm call, call, flight call",5,1:10,xeno-canto
audio/xc/1051614.mp3,snow_goose,Snow Goose,"alarm call, call, flight call",5,0:42,xeno-canto
audio/xc/1051610.mp3,snow_goose,Snow Goose,"alarm call, call, flight call",5,1:14,xeno-canto
audio/xc/1020250.mp3,snow_goose,Snow Goose,nocturnal flight call,5,1:40,xeno-canto
audio/xc/1020249.mp3,snow_goose,Snow Goose,nocturnal flight call,5,0:49,xeno-canto
audio/xc/1017852.mp3,snow_goose,Snow Goose,flight call,5,1:22,xeno-canto
audio/xc/1013084.mp3,snow_goose,Snow Goose,"call, flight call",5,5:26,xeno-canto
audio/xc/1013083.mp3,snow_goose,Snow Goose,flight call,5,2:15,xeno-canto
audio/xc/1013082.mp3,snow_goose,Snow Goose,flight call,5,2:35,xeno-canto
audio/xc/1013081.mp3,snow_goose,Snow Goose,flight call,5,0:32,xeno-canto
audio/xc/940565.mp3,snow_goose,Snow Goose,call,5,1:06,xeno-canto
audio/xc/940563.mp3,snow_goose,Snow Goose,call,5,4:15,xeno-canto
audio/xc/601777.mp3,snow_goose,Snow Goose,flight call,5,0:55,xeno-canto
audio/xc/509699.mp3,snow_goose,Snow Goose,"call, individual call",5,0:56,xeno-canto
audio/xc/509698.mp3,snow_goose,Snow Goose,"call, flock calls",5,1:59,xeno-canto
audio/xc/509696.mp3,snow_goose,Snow Goose,"call, flock calls",5,0:31,xeno-canto
audio/xc/509694.mp3,snow_goose,Snow Goose,"call, individual call",5,0:23,xeno-canto
audio/xc/509693.mp3,snow_goose,Snow Goose,"call, flock calls",5,1:21,xeno-canto
audio/xc/509692.mp3,snow_goose,Snow Goose,"call, flock calls",5,1:37,xeno-canto
audio/xc/503109.mp3,snow_goose,Snow Goose,call,5,0:36,xeno-canto
audio/xc/503108.mp3,snow_goose,Snow Goose,call,5,0:23,xeno-canto
audio/xc/1020251.mp3,snow_goose,Snow Goose,nocturnal flight call,4,0:24,xeno-canto
audio/xc/1020248.mp3,snow_goose,Snow Goose,flight call,4,0:13,xeno-canto
audio/xc/1020247.mp3,snow_goose,Snow Goose,flight call,4,0:20,xeno-canto
audio/xc/1017875.mp3,snow_goose,Snow Goose,flight call,4,0:27,xeno-canto
audio/xc/1017854.mp3,snow_goose,Snow Goose,flight call,4,0:51,xeno-canto
audio/xc/1013080.mp3,snow_goose,Snow Goose,"alarm call, call, flight call, flock of a thousand birds",4,0:42,xeno-canto
audio/xc/1013079.mp3,snow_goose,Snow Goose,call,4,1:08,xeno-canto
audio/xc/294523.mp3,snow_goose,Snow Goose,flight call,4,0:35,xeno-canto
audio/xc/160502.mp3,snow_goose,Snow Goose,flight call,4,1:24,xeno-canto
audio/xc/160495.mp3,snow_goose,Snow Goose,"call, calls in flight",4,1:22,xeno-canto
audio/xc/160472.mp3,snow_goose,Snow Goose,call,4,0:36,xeno-canto
audio/xc/160427.mp3,snow_goose,Snow Goose,"call, calls in flight",4,0:33,xeno-canto
audio/xc/160423.mp3,snow_goose,Snow Goose,flight call,4,0:55,xeno-canto
audio/xc/149944.mp3,snow_goose,Snow Goose,flight call,4,0:38,xeno-canto
audio/xc/98343.mp3,snow_goose,Snow Goose,"call, flight call",4,1:33,xeno-canto
audio/xc/758015.mp3,snow_goose,Snow Goose,uncertain,3,0:15,xeno-canto
audio/xc/758014.mp3,snow_goose,Snow Goose,uncertain,3,5:15,xeno-canto
audio/xc/758013.mp3,snow_goose,Snow Goose,uncertain,3,6:00,xeno-canto
audio/xc/758012.mp3,snow_goose,Snow Goose,uncertain,3,2:43,xeno-canto
audio/xc/160490.mp3,snow_goose,Snow Goose,call,3,0:13,xeno-canto
audio/xc/160463.mp3,snow_goose,Snow Goose,call,3,0:18,xeno-canto
audio/xc/160286.mp3,snow_goose,Snow Goose,call,3,0:29,xeno-canto
audio/xc/210100.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,4,0:44,xeno-canto
audio/xc/160497.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,4,1:12,xeno-canto
audio/xc/114347.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,4,1:13,xeno-canto
audio/xc/161429.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,3,0:39,xeno-canto
audio/xc/160186.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,3,0:33,xeno-canto
audio/xc/160181.mp3,greater_white-fronted_goose,Greater White-fronted Goose,call,3,0:21,xeno-canto
audio/xc/163186.mp3,mute_swan,Mute Swan,call,1,0:03,xeno-canto
audio/xc/636462.mp3,trumpeter_swan,Trumpeter Swan,song,5,1:02,xeno-canto
audio/xc/433817.mp3,trumpeter_swan,Trumpeter Swan,"call, song",5,1:31,xeno-canto
audio/xc/1049238.mp3,trumpeter_swan,Trumpeter Swan,call,4,0:38,xeno-canto
audio/xc/1014477.mp3,trumpeter_swan,Trumpeter Swan,"wing noise, chasing a Mallard",4,0:28,xeno-canto
audio/xc/906721.mp3,trumpeter_swan,Trumpeter Swan,flight call,4,0:35,xeno-canto
audio/xc/696429.mp3,trumpeter_swan,Trumpeter Swan,call,4,0:44,xeno-canto
audio/xc/554035.mp3,trumpeter_swan,Trumpeter Swan,call,4,0:00,xeno-canto
audio/xc/545513.mp3,trumpeter_swan,Trumpeter Swan,call,4,0:12,xeno-canto
audio/xc/465853.mp3,trumpeter_swan,Trumpeter Swan,call,4,0:47,xeno-canto
audio/xc/159992.mp3,trumpeter_swan,Trumpeter Swan,call,4,1:19,xeno-canto
audio/xc/159961.mp3,trumpeter_swan,Trumpeter Swan,call,4,1:35,xeno-canto
audio/xc/545520.mp3,trumpeter_swan,Trumpeter Swan,call,3,0:18,xeno-canto
audio/xc/305236.mp3,trumpeter_swan,Trumpeter Swan,alarm call,3,0:45,xeno-canto
audio/xc/247988.mp3,trumpeter_swan,Trumpeter Swan,call,1,0:14,xeno-canto
audio/xc/802347.mp3,tundra_swan,Tundra Swan,nocturnal flight call,4,0:04,xeno-canto
audio/xc/294649.mp3,tundra_swan,Tundra Swan,call,3,0:08,xeno-canto
audio/xc/679723.mp3,wood_duck,Wood Duck,call,5,0:15,xeno-canto
audio/xc/509715.mp3,wood_duck,Wood Duck,call,5,0:20,xeno-canto
audio/xc/1049246.mp3,wood_duck,Wood Duck,call,4,0:12,xeno-canto
audio/xc/1049245.mp3,wood_duck,Wood Duck,call,4,0:08,xeno-canto
audio/xc/1021717.mp3,wood_duck,Wood Duck,song,4,0:16,xeno-canto
audio/xc/1021716.mp3,wood_duck,Wood Duck,song,4,0:25,xeno-canto
audio/xc/912047.mp3,wood_duck,Wood Duck,alarm call,4,0:16,xeno-canto
audio/xc/760869.mp3,wood_duck,Wood Duck,call,4,1:24,xeno-canto
audio/xc/760868.mp3,wood_duck,Wood Duck,call,4,0:30,xeno-canto
audio/xc/754267.mp3,wood_duck,Wood Duck,call,4,0:15,xeno-canto
audio/xc/509717.mp3,wood_duck,Wood Duck,call,4,1:54,xeno-canto
audio/xc/480680.mp3,wood_duck,Wood Duck,call,4,0:21,xeno-canto
audio/xc/480677.mp3,wood_duck,Wood Duck,call,4,0:40,xeno-canto
audio/xc/331424.mp3,wood_duck,Wood Duck,"alarm call, flight call",4,0:11,xeno-canto
audio/xc/294428.mp3,wood_duck,Wood Duck,flight call,4,0:09,xeno-canto
audio/xc/161436.mp3,wood_duck,Wood Duck,call,4,0:21,xeno-canto
audio/xc/1021718.mp3,wood_duck,Wood Duck,song,3,0:07,xeno-canto
audio/xc/833457.mp3,wood_duck,Wood Duck,call,3,1:37,xeno-canto
audio/xc/809107.mp3,wood_duck,Wood Duck,call,3,0:29,xeno-canto
audio/xc/802346.mp3,wood_duck,Wood Duck,nocturnal flight call,3,0:05,xeno-canto
audio/xc/260192.mp3,wood_duck,Wood Duck,call,3,0:15,xeno-canto
audio/xc/1014501.mp3,blue-winged_teal,Blue-winged Teal,"call, song",5,0:28,xeno-canto
audio/xc/745966.mp3,blue-winged_teal,Blue-winged Teal,alarm call,5,0:22,xeno-canto
audio/xc/153336.mp3,blue-winged_teal,Blue-winged Teal,"call, wing sounds",5,0:08,xeno-canto
audio/xc/1020680.mp3,blue-winged_teal,Blue-winged Teal,song,4,0:12,xeno-canto
audio/xc/1020678.mp3,blue-winged_teal,Blue-winged Teal,nocturnal flight call,4,0:06,xeno-canto
audio/xc/1020677.mp3,blue-winged_teal,Blue-winged Teal,"flight call, nocturnal flight call",4,0:05,xeno-canto
audio/xc/1020674.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call",4,0:07,xeno-canto
audio/xc/1020673.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call",4,1:26,xeno-canto
audio/xc/1020672.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call",4,0:11,xeno-canto
audio/xc/1020671.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call",4,0:14,xeno-canto
audio/xc/1014500.mp3,blue-winged_teal,Blue-winged Teal,call,4,0:30,xeno-canto
audio/xc/1014499.mp3,blue-winged_teal,Blue-winged Teal,call,4,0:01,xeno-canto
audio/xc/1014498.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call, male calling then female taking off",4,0:18,xeno-canto
audio/xc/1013489.mp3,blue-winged_teal,Blue-winged Teal,flight call,4,0:07,xeno-canto
audio/xc/1013488.mp3,blue-winged_teal,Blue-winged Teal,flight call,4,0:04,xeno-canto
audio/xc/302953.mp3,blue-winged_teal,Blue-winged Teal,call,4,0:03,xeno-canto
audio/xc/191488.mp3,blue-winged_teal,Blue-winged Teal,flight call,4,0:05,xeno-canto
audio/xc/160711.mp3,blue-winged_teal,Blue-winged Teal,call,4,0:02,xeno-canto
audio/xc/157459.mp3,blue-winged_teal,Blue-winged Teal,call,4,1:57,xeno-canto
audio/xc/139897.mp3,blue-winged_teal,Blue-winged Teal,call,4,0:21,xeno-canto
audio/xc/1020679.mp3,blue-winged_teal,Blue-winged Teal,nocturnal flight call,3,0:07,xeno-canto
audio/xc/1020676.mp3,blue-winged_teal,Blue-winged Teal,flight call,3,0:14,xeno-canto
audio/xc/1020675.mp3,blue-winged_teal,Blue-winged Teal,"call, flight call",3,0:10,xeno-canto
audio/xc/160768.mp3,blue-winged_teal,Blue-winged Teal,"call, male peep calls and presumably female calls",3,1:45,xeno-canto
audio/xc/160544.mp3,blue-winged_teal,Blue-winged Teal,"call, peep calls in flight",3,0:05,xeno-canto
audio/xc/160537.mp3,blue-winged_teal,Blue-winged Teal,"call, male peep calls as taking flight",3,0:08,xeno-canto
audio/xc/160531.mp3,blue-winged_teal,Blue-winged Teal,call,3,0:25,xeno-canto
audio/xc/160485.mp3,blue-winged_teal,Blue-winged Teal,"call, male peep calls",3,4:18,xeno-canto
audio/xc/160476.mp3,blue-winged_teal,Blue-winged Teal,"call, male peep calls",3,0:51,xeno-canto
audio/xc/153859.mp3,blue-winged_teal,Blue-winged Teal,call,3,0:10,xeno-canto
audio/xc/160541.mp3,blue-winged_teal,Blue-winged Teal,"call, calls in flight",2,0:05,xeno-canto
audio/xc/152886.mp3,blue-winged_teal,Blue-winged Teal,call,2,0:10,xeno-canto
audio/xc/1020451.mp3,northern_shoveler,Northern Shoveler,song,4,0:43,xeno-canto
audio/xc/1020450.mp3,northern_shoveler,Northern Shoveler,song,4,0:05,xeno-canto
audio/xc/1020449.mp3,northern_shoveler,Northern Shoveler,song,4,0:41,xeno-canto
audio/xc/1020448.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:09,xeno-canto
audio/xc/1020447.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:05,xeno-canto
audio/xc/1020446.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:13,xeno-canto
audio/xc/1020445.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:07,xeno-canto
audio/xc/1020444.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:14,xeno-canto
audio/xc/1020443.mp3,northern_shoveler,Northern Shoveler,flight call,4,0:07,xeno-canto
